,DestinationCity,OriginCity,AirlineStatus,Age,Gender,PriceSensitivity,YearOfFirstFlight,FLightsPerYear,Loyalty,TypeOfTravel,TotalFreqFlyAccount,ShoppingAmount,FoodExpenses,Class,FlightDate,PartnerCode,ScheduleDepHour,DepartureDelayInMin,ArrivalDelayInMin,FlightCancelled,FlightDuration,Distance,LikelihoodRecommendScore,OriginLong,OriginLat,DestLong,DestLat,DestinationState,OriginState,AgeGroup
5797,Minneapolis,Chicago,Blue,41,Male,1,2007,15,-0.875,Business travel,1,7,55,Business,1/4/2014,WN,11,29,18,No,59,349,9,-87.8954,41.8271,-93.2798,44.9782,MN,IL,36-54
5799,Kansas City,Dallas,Blue,40,Male,2,2006,20,-0.3793,Business travel,0,0,5,Business,1/24/2014,WN,8,0,0,No,69,460,5,-96.972,32.8127,-94.5949,39.0398,MO,TX,36-54
5800,Columbus,Atlanta,Blue,51,Male,1,2004,38,-0.6889,Mileage tickets,0,5,75,Eco,3/23/2014,DL,20,2,0,No,63,447,9,-84.3319,33.8241,-82.9685,40.0212,OH,GA,36-54
5801,Denver,Omaha,Blue,53,Female,1,2007,17,-0.36,Personal Travel,1,0,0,Eco,2/20/2014,WN,6,0,0,No,73,472,3,-96.0346,41.2349,-104.9551,39.7108,CO,NE,36-54
5805,Fargo,Denver,Blue,52,Male,2,2004,33,-0.7838,Business travel,0,0,45,Eco,2/28/2014,F9,18,6,0,No,78,627,9,-104.9551,39.7108,-96.8207,46.8625,ND,CO,36-54
5809,Chicago,Cincinnati,Silver,47,Female,2,2007,11,-0.1579,Business travel,1,92,12,Eco,2/12/2014,MQ,7,0,0,No,45,265,6,-84.462,39.1855,-87.8954,41.8271,IL,OH,36-54
5810,Phoenix,San Diego,Blue,53,Male,0,2006,76,-0.8095,Personal Travel,0,0,40,Eco,2/28/2014,US,19,8,11,No,50,304,4,-117.1288,32.9287,-111.97,33.4941,AZ,CA,36-54
5811,Miami,Chicago,Blue,42,Male,3,2012,25,-0.7241,Business travel,0,0,0,Eco,1/30/2014,AA,18,73,62,No,152,1197,3,-87.8954,41.8271,-80.2314,26.1756,FL,IL,36-54
5814,Boston,Washington,Silver,51,Female,1,2012,2,0.7647,Business travel,2,0,25,Eco,1/1/2014,B6,17,0,0,No,61,399,10,-77.1897,38.8974,-71.1407,42.3731,MA,DC,36-54
5817,Indianapolis,Las Vegas,Blue,39,Male,1,2003,20,0.1111,Business travel,2,30,64,Eco,3/22/2014,WN,9,0,0,No,170,1590,10,-115.1672,36.1349,-86.1455,39.8113,IN,NV,36-54
5818,Chicago,Sioux City,Silver,36,Male,2,2010,20,-0.7391,Business travel,3,5,60,Eco,2/9/2014,MQ,14,0,0,No,58,436,10,-96.4013,42.482,-87.8954,41.8271,IL,IA,36-54
5823,Salt Lake City,Los Angeles,Blue,48,Female,1,2003,19,-0.52,Business travel,0,3,45,Eco,2/15/2014,OO,16,0,0,No,84,590,10,-118.1043,33.9827,-111.9295,40.6408,UT,CA,36-54
5825,San Juan,Atlanta,Platinum,51,Male,1,2009,6,-0.2,Business travel,1,0,55,Eco Plus,2/16/2014,DL,16,0,0,No,178,1547,9,-84.3319,33.8241,-66.1162,18.2882,PR,GA,36-54
5826,Seattle,Denver,Gold,39,Male,1,2004,2,0.9322,Business travel,6,0,120,Eco,1/1/2014,AS,14,0,31,No,156,1024,10,-104.9551,39.7108,-122.2747,47.4684,WA,CO,36-54
5835,Columbus,Denver,Gold,40,Male,1,2008,4,0.2,Mileage tickets,3,10,5,Eco,2/20/2014,WN,10,2,4,No,135,1154,8,-104.9551,39.7108,-82.9685,40.0212,OH,CO,36-54
5837,Atlanta,Columbia,Blue,38,Female,1,2003,15,-0.3043,Business travel,2,0,90,Eco,2/18/2014,EV,8,23,8,No,38,192,7,-81.0772,34.0362,-84.3319,33.8241,GA,SC,36-54
5839,San Francisco,Denver,Silver,47,Female,2,2007,25,-0.9231,Business travel,0,120,60,Eco,1/13/2014,OU,19,0,0,No,131,967,7,-104.9551,39.7108,-122.1585,37.6712,CA,CO,36-54
5840,Washington,San Francisco,Blue,49,Female,1,2009,51,-0.7,Business travel,0,0,47,Eco,1/6/2014,VX,9,0,0,No,275,2419,9,-122.1585,37.6712,-77.1897,38.8974,DC,CA,36-54
5845,New York,Washington,Platinum,49,Female,1,2010,7,0.125,Business travel,0,65,120,Eco,3/10/2014,EV,21,0,0,No,44,229,9,-77.1897,38.8974,-73.9702,40.7184,NY,DC,36-54
5846,San Diego,Atlanta,Silver,52,Male,2,2004,32,-0.8286,Business travel,0,0,60,Eco,2/21/2014,WN,9,12,10,No,281,1892,7,-84.3319,33.8241,-117.1288,32.9287,CA,GA,36-54
5848,Las Vegas,Boston,Blue,38,Male,2,2006,36,-0.9459,Business travel,1,0,60,Eco,2/16/2014,B6,8,118,153,No,350,2381,10,-71.1407,42.3731,-115.1672,36.1349,NV,MA,36-54
5849,Minneapolis,Missoula,Gold,48,Male,1,2009,13,-0.7333,Business travel,0,0,175,Eco,3/27/2014,DL,6,0,4,No,131,1013,9,-114.0342,46.874,-93.2798,44.9782,MN,MT,36-54
5850,Charlotte,Atlanta,Silver,37,Male,1,2011,7,0.125,Business travel,0,5,65,Eco,3/9/2014,US,15,0,0,No,37,226,9,-84.3319,33.8241,-80.8158,35.2497,NC,GA,36-54
5852,Sacramento,Denver,Silver,40,Female,2,2009,5,0.7368,Personal Travel,3,95,45,Eco,3/31/2014,OU,11,3,4,No,133,909,7,-104.9551,39.7108,-121.3247,38.6386,CA,CO,36-54
5868,New York,Austin,Blue,53,Female,1,2003,23,-0.4375,Personal Travel,0,0,165,Eco,1/26/2014,B6,6,0,0,No,181,1521,4,-97.7615,30.3585,-73.9702,40.7184,NY,TX,36-54
5869,Denver,Los Angeles,Blue,44,Female,2,2011,17,-0.7,Mileage tickets,2,0,240,Eco,2/27/2014,F9,18,105,85,No,97,862,6,-118.1043,33.9827,-104.9551,39.7108,CO,CA,36-54
5872,Denver,Omaha,Silver,40,Male,1,2012,2,0.4286,Business travel,3,0,95,Eco,1/17/2014,F9,13,4,0,No,70,472,10,-96.0346,41.2349,-104.9551,39.7108,CO,NE,36-54
5874,Flagstaff,Phoenix,Blue,37,Female,2,2003,21,-0.4483,Business travel,2,45,35,Eco,3/15/2014,OO,10,9,13,No,36,119,8,-111.97,33.4941,-111.624,35.1995,AZ,AZ,36-54
5878,Fayetteville,Los Angeles,Blue,48,Male,2,2004,30,-0.5789,Business travel,0,0,25,Eco,1/28/2014,MQ,12,0,4,No,157,1371,4,-118.1043,33.9827,-94.1798,36.2674,AR,CA,36-54
5884,Pittsburgh,Atlanta,Silver,42,Female,1,2005,9,0.2174,Business travel,1,0,45,Eco Plus,1/14/2014,DL,9,12,0,No,64,526,10,-84.3319,33.8241,-79.951,40.457,PA,GA,36-54
5885,Los Angeles,San Diego,Blue,51,Female,1,2005,14,-0.5556,Business travel,0,0,10,Eco,1/28/2014,OO,13,0,0,No,25,109,7,-117.1288,32.9287,-118.1043,33.9827,CA,CA,36-54
5886,Philadelphia,Boston,Gold,41,Female,1,2011,10,0.4118,Mileage tickets,2,0,25,Eco,3/16/2014,B6,6,0,0,No,60,280,6,-71.1407,42.3731,-75.2984,39.9733,PA,MA,36-54
5888,Denver,St. Louis,Blue,39,Male,1,2011,8,0,Business travel,2,0,58,Eco,1/26/2014,WN,15,15,6,No,121,770,9,-90.3409,38.6307,-104.9551,39.7108,CO,MO,36-54
5889,Oklahoma City,Denver,Blue,52,Male,1,2003,39,-0.5918,Business travel,0,157,90,Eco,1/20/2014,OO,8,0,0,No,70,495,10,-104.9551,39.7108,-97.5243,35.5048,OK,CO,36-54
5890,Philadelphia,Charlotte,Blue,37,Female,2,2010,21,-0.4,Personal Travel,2,68,45,Eco,2/17/2014,US,20,3,1,No,69,449,7,-80.8158,35.2497,-75.2984,39.9733,PA,NC,36-54
5892,Miami,Baltimore,Gold,43,Female,1,2004,2,0.5556,Business travel,2,90,30,Eco,2/2/2014,AA,6,11,0,No,131,946,6,-76.6478,39.2341,-80.2314,26.1756,FL,MD,36-54
5902,Hartford,Cleveland,Platinum,42,Female,1,2006,0,1,Business travel,2,0,90,Business,1/14/2014,EV,7,21,9,No,68,476,9,-81.6054,41.4436,-72.6988,41.7401,CT,OH,36-54
5904,Charlotte,Jacksonville,Blue,43,Male,2,2005,22,0.2281,Business travel,2,40,123,Eco,1/5/2014,US,12,0,0,No,58,328,9,-81.6427,30.2401,-80.8158,35.2497,NC,FL,36-54
5911,Houston,Denver,Blue,41,Female,0,2007,67,-0.9143,Business travel,2,0,0,Eco,2/23/2014,WN,14,5,0,No,114,883,8,-104.9551,39.7108,-95.3935,29.7843,TX,CO,36-54
5915,New York,Chicago,Blue,47,Male,1,2007,23,-0.7692,Business travel,1,0,75,Eco,3/31/2014,AA,10,85,90,No,112,733,10,-87.8954,41.8271,-73.9702,40.7184,NY,IL,36-54
5916,Baton Rouge,Atlanta,Silver,48,Male,1,2007,13,0.2353,Business travel,2,3,0,Eco,2/25/2014,EV,16,0,0,No,68,448,8,-84.3319,33.8241,-91.039,30.4279,LA,GA,36-54
5917,Santa Fe,Denver,Blue,39,Female,1,2004,19,-0.6522,Business travel,1,45,40,Business,3/26/2014,EV,19,0,0,No,50,303,7,-104.9551,39.7108,-106.0076,35.6434,NM,CO,36-54
5922,Detroit,New York,Gold,53,Female,1,2012,17,-0.7895,Business travel,0,0,60,Eco,1/17/2014,DL,18,0,0,No,80,502,9,-73.9702,40.7184,-83.2276,42.49,MI,NY,36-54
5925,Charlotte,Atlanta,Blue,49,Female,1,2011,18,-0.3846,Business travel,0,0,35,Business,2/26/2014,US,13,0,0,No,37,226,10,-84.3319,33.8241,-80.8158,35.2497,NC,GA,36-54
5927,Philadelphia,Chicago,Blue,37,Male,1,2003,40,-0.2698,Mileage tickets,2,0,40,Eco,2/28/2014,WN,15,20,15,No,91,668,6,-87.8954,41.8271,-75.2984,39.9733,PA,IL,36-54
5928,Salt Lake City,Las Vegas,Blue,52,Female,1,2012,12,-0.0909,Business travel,0,0,30,Eco,2/18/2014,WN,6,0,1,No,60,368,9,-115.1672,36.1349,-111.9295,40.6408,UT,NV,36-54
5929,Providence,Orlando,Blue,39,Male,2,2005,33,-0.8333,Personal Travel,0,0,150,Eco,3/22/2014,B6,12,18,7,No,136,1072,4,-81.4112,28.5844,-71.3974,41.7763,RI,FL,36-54
5931,Baton Rouge,Atlanta,Gold,52,Male,2,2004,4,-0.3333,Business travel,0,0,90,Eco,1/26/2014,EV,21,18,8,No,65,448,8,-84.3319,33.8241,-91.039,30.4279,LA,GA,36-54
5932,Chicago,Minneapolis,Blue,41,Male,1,2003,18,-0.3333,Business travel,3,0,80,Eco,3/23/2014,DL,7,0,2,No,56,334,10,-93.2798,44.9782,-87.8954,41.8271,IL,MN,36-54
5934,Charlotte,Kansas City,Blue,48,Male,1,2007,30,-0.8182,Business travel,0,30,90,Eco,2/11/2014,US,7,0,10,No,107,808,10,-94.5949,39.0398,-80.8158,35.2497,NC,MO,36-54
5935,Jacksonville,Atlanta,Silver,40,Female,1,2011,9,0.1818,Business travel,3,65,105,Eco,1/4/2014,DL,21,0,0,No,44,270,10,-84.3319,33.8241,-81.6427,30.2401,FL,GA,36-54
5944,Miami,Orlando,Blue,51,Female,2,2006,10,0.4444,Personal Travel,2,90,80,Eco,2/23/2014,AA,20,0,0,No,35,192,4,-81.4112,28.5844,-80.2314,26.1756,FL,FL,36-54
5945,Seattle,New York,Blue,51,Male,1,2011,21,-0.8261,Business travel,0,0,60,Eco,3/30/2014,DL,18,26,18,No,320,2422,10,-73.9702,40.7184,-122.2747,47.4684,WA,NY,36-54
5956,Detroit,Phoenix,Blue,51,Female,2,2004,9,-0.5,Personal Travel,0,0,0,Eco,1/26/2014,DL,15,26,10,No,186,1671,3,-111.97,33.4941,-83.2276,42.49,MI,AZ,36-54
5959,San Francisco,Lihue,Blue,45,Female,2,2006,19,-0.4615,Business travel,2,0,45,Eco,1/26/2014,OU,14,0,0,No,255,2447,9,-159.3617,21.9758,-122.1585,37.6712,CA,HI,36-54
5962,Washington,Chicago,Blue,45,Male,1,2004,4,0.5294,Business travel,2,10,15,Business,1/19/2014,OU,10,0,0,No,74,589,10,-87.8954,41.8271,-77.1897,38.8974,DC,IL,36-54
5963,Chicago,Little Rock,Silver,48,Female,1,2007,0,1,Business travel,2,0,30,Business,3/6/2014,MQ,15,0,0,No,87,552,9,-92.3212,34.7566,-87.8954,41.8271,IL,AR,36-54
5964,Fargo,Minneapolis,Silver,53,Male,1,2008,21,0.1765,Business travel,2,0,150,Eco,2/1/2014,DL,20,0,0,No,40,223,10,-93.2798,44.9782,-96.8207,46.8625,ND,MN,36-54
5966,Denver,San Francisco,Silver,36,Female,1,2003,2,0.8182,Business travel,2,0,50,Business,3/3/2014,OU,10,0,0,No,119,967,10,-122.1585,37.6712,-104.9551,39.7108,CO,CA,36-54
5967,Washington,New York,Silver,38,Male,1,2004,25,-0.5152,Business travel,0,121,210,Eco,2/14/2014,US,11,0,0,No,43,214,8,-73.9702,40.7184,-77.1897,38.8974,DC,NY,36-54
5968,Chattanooga,Chicago,Blue,44,Female,1,2009,10,0.2593,Personal Travel,2,0,60,Business,2/7/2014,MQ,10,98,96,No,73,501,2,-87.8954,41.8271,-85.2104,35.0585,TN,IL,36-54
5969,Bozeman,Salt Lake City,Silver,48,Female,1,2003,14,0.125,Business travel,1,0,58,Eco,1/12/2014,OO,14,0,0,No,62,347,9,-111.9295,40.6408,-111.0576,45.6839,MT,UT,36-54
5971,Los Angeles,Kahului,Platinum,38,Female,2,2007,0,1,Business travel,3,0,10,Eco,3/1/2014,DL,13,0,21,No,269,2486,2,-156.4779,20.8864,-118.1043,33.9827,CA,HI,36-54
5980,Boston,Philadelphia,Blue,42,Male,1,2006,0,1,Business travel,0,0,20,Eco,3/27/2014,US,6,0,0,No,54,280,9,-75.2984,39.9733,-71.1407,42.3731,MA,PA,36-54
5981,Salt Lake City,Atlanta,Gold,37,Male,1,2012,21,-0.4483,Business travel,0,0,120,Eco,2/5/2014,DL,8,0,1,No,236,1590,7,-84.3319,33.8241,-111.9295,40.6408,UT,GA,36-54
5982,Boston,Washington,Blue,46,Female,1,2011,23,-0.5333,Business travel,0,125,60,Eco,2/2/2014,OU,21,0,0,No,55,413,7,-77.1897,38.8974,-71.1407,42.3731,MA,DC,36-54
5984,Gainesville,Atlanta,Silver,38,Male,2,2003,21,-0.4483,Personal Travel,0,54,45,Eco,3/4/2014,EV,11,0,0,No,48,300,5,-84.3319,33.8241,-82.371,29.6568,FL,GA,36-54
5986,Albuquerque,Dallas,Blue,46,Female,2,2006,34,-0.6585,Personal Travel,4,0,42,Eco,1/13/2014,WN,8,5,3,No,90,580,2,-96.972,32.8127,-106.6281,35.1434,NM,TX,36-54
5987,Charlotte,Miami,Blue,42,Female,1,2006,11,-0.1,Business travel,0,19,0,Eco,2/19/2014,US,14,0,3,No,108,650,6,-80.2314,26.1756,-80.8158,35.2497,NC,FL,36-54
5990,Houston,Dallas,Blue,47,Male,2,2004,40,-0.7778,Personal Travel,1,0,40,Eco,3/26/2014,WN,16,27,26,No,51,239,2,-96.972,32.8127,-95.3935,29.7843,TX,TX,36-54
5991,Orlando,Charlotte,Silver,38,Female,1,2004,3,0.7143,Business travel,4,0,75,Eco,3/5/2014,US,14,39,36,No,71,468,8,-80.8158,35.2497,-81.4112,28.5844,FL,NC,36-54
5993,Tampa,New York,Blue,51,Male,2,2005,1,0.7143,Business travel,1,0,30,Eco,2/5/2014,B6,19,0,0,No,162,1005,8,-73.9702,40.7184,-82.5132,28.0062,FL,NY,36-54
5998,Denver,Chicago,Blue,50,Female,2,2011,43,-0.3438,Personal Travel,2,20,30,Eco,2/2/2014,OU,15,1,6,No,131,888,3,-87.8954,41.8271,-104.9551,39.7108,CO,IL,36-54
5999,Jackson,Salt Lake City,Blue,40,Female,1,2005,2,0.8095,Mileage tickets,4,0,100,Eco,3/3/2014,DL,11,7,2,No,40,205,8,-111.9295,40.6408,-110.7567,43.4716,WY,UT,36-54
6002,San Diego,Las Vegas,Blue,44,Male,1,2008,2,0.6667,Business travel,2,0,30,Eco,2/5/2014,WN,14,0,0,No,44,258,7,-115.1672,36.1349,-117.1288,32.9287,CA,NV,36-54
6005,Atlanta,Indianapolis,Silver,48,Female,1,2003,9,-0.6364,Business travel,1,0,50,Eco,3/11/2014,DL,12,0,0,No,65,432,9,-86.1455,39.8113,-84.3319,33.8241,GA,IN,36-54
6007,San Diego,Los Angeles,Silver,47,Female,1,2008,17,0.1282,Business travel,1,0,80,Eco Plus,2/3/2014,OO,12,0,0,No,29,109,10,-118.1043,33.9827,-117.1288,32.9287,CA,CA,36-54
6008,Miami,Atlanta,Blue,52,Male,1,2007,17,-0.7,Business travel,2,0,55,Eco,3/8/2014,DL,11,24,26,No,83,594,9,-84.3319,33.8241,-80.2314,26.1756,FL,GA,36-54
6009,New York,Orlando,Silver,46,Female,1,2008,13,0.1613,Personal Travel,2,150,120,Eco,3/19/2014,B6,20,111,133,No,145,944,8,-81.4112,28.5844,-73.9702,40.7184,NY,FL,36-54
6015,Minneapolis,Brainerd,Blue,52,Female,1,2007,12,-0.1429,Business travel,0,0,45,Eco,1/31/2014,OO,15,0,0,No,27,114,9,-94.2196,46.3588,-93.2798,44.9782,MN,MN,36-54
6019,Little Rock,Houston,Blue,52,Female,1,2004,0,1,Business travel,0,15,50,Eco,2/6/2014,EV,12,0,0,No,51,374,6,-95.3935,29.7843,-92.3212,34.7566,AR,TX,36-54
6020,Hartford,Baltimore,Silver,48,Male,1,2012,26,-0.6774,Business travel,1,80,90,Eco,1/23/2014,WN,10,0,0,No,45,283,10,-76.6478,39.2341,-72.6988,41.7401,CT,MD,36-54
6022,Los Angeles,Sacramento,Blue,50,Female,2,2004,23,-0.5862,Business travel,0,80,50,Eco,3/17/2014,WN,21,78,62,No,53,373,7,-121.3247,38.6386,-118.1043,33.9827,CA,CA,36-54
6023,Houston,Denver,Blue,51,Male,2,2008,11,0.2667,Business travel,2,0,90,Business,3/6/2014,OU,10,2,0,No,111,862,10,-104.9551,39.7108,-95.3935,29.7843,TX,CO,36-54
6024,Houston,Denver,Blue,38,Female,1,2007,16,-0.3913,Business travel,4,120,120,Eco Plus,3/29/2014,OU,11,10,0,No,108,862,9,-104.9551,39.7108,-95.3935,29.7843,TX,CO,36-54
6027,Baltimore,Boston,Blue,51,Male,1,2011,8,-0.1429,Business travel,1,0,70,Eco,2/22/2014,B6,12,0,0,No,76,369,9,-71.1407,42.3731,-76.6478,39.2341,MD,MA,36-54
6030,San Antonio,Houston,Silver,50,Male,0,2007,8,0.0588,Business travel,3,0,75,Eco,1/10/2014,WN,14,3,0,No,41,192,9,-95.3935,29.7843,-98.4754,29.5144,TX,TX,36-54
6034,Las Vegas,Miami,Platinum,49,Female,1,2012,8,0.4483,Business travel,3,0,40,Eco,3/31/2014,AA,16,7,5,No,311,2174,4,-80.2314,26.1756,-115.1672,36.1349,NV,FL,36-54
6035,Salt Lake City,San Francisco,Blue,36,Male,1,2004,23,-0.4839,Personal Travel,3,215,95,Eco,3/21/2014,OO,19,0,0,No,73,599,10,-122.1585,37.6712,-111.9295,40.6408,UT,CA,36-54
6037,Phoenix,Seattle,Silver,37,Female,1,2003,20,-0.9048,Business travel,0,60,155,Eco,3/7/2014,AS,9,0,0,No,135,1107,7,-122.2747,47.4684,-111.97,33.4941,AZ,WA,36-54
6038,Chicago,Detroit,Blue,47,Female,1,2003,7,-0.2727,Business travel,0,0,35,Eco,3/13/2014,EV,19,93,88,No,43,235,6,-83.2276,42.49,-87.8954,41.8271,IL,MI,36-54
6039,Billings,Denver,Blue,45,Male,1,2003,0,1,Business travel,2,120,30,Eco,1/17/2014,OU,20,16,17,No,71,455,6,-104.9551,39.7108,-108.5318,45.7913,MT,CO,36-54
6042,Denver,Tucson,Gold,36,Female,1,2011,8,0.5789,Business travel,4,120,15,Business,3/11/2014,OO,6,0,0,No,76,639,6,-110.9461,32.2549,-104.9551,39.7108,CO,AZ,36-54
6043,Omaha,Houston,Silver,37,Female,2,2006,4,0.3846,Business travel,2,165,177,Business,2/10/2014,EV,15,243,253,No,114,781,4,-95.3935,29.7843,-96.0346,41.2349,NE,TX,36-54
6044,Denver,Seattle,Blue,42,Female,2,2007,18,-0.8947,Business travel,1,20,0,Eco,3/1/2014,F9,6,0,4,No,140,1024,6,-122.2747,47.4684,-104.9551,39.7108,CO,WA,36-54
6045,Madison,Detroit,Blue,51,Female,1,2011,9,0,Business travel,0,0,0,Eco,1/11/2014,OO,15,0,0,No,61,311,8,-83.2276,42.49,-89.4299,43.0874,WI,MI,36-54
6046,San Diego,Chicago,Blue,52,Female,2,2007,8,0.5152,Personal Travel,1,210,15,Eco,3/16/2014,OU,11,0,0,No,215,1723,7,-87.8954,41.8271,-117.1288,32.9287,CA,IL,36-54
6050,Minneapolis,Cleveland,Blue,46,Female,1,2006,12,0.25,Business travel,2,25,0,Eco,1/27/2014,OO,19,0,0,No,100,622,8,-81.6054,41.4436,-93.2798,44.9782,MN,OH,36-54
6051,Los Angeles,Salt Lake City,Blue,46,Male,1,2006,7,0.3333,Business travel,1,35,55,Business,1/7/2014,MQ,15,62,67,No,88,590,9,-111.9295,40.6408,-118.1043,33.9827,CA,UT,36-54
6052,Atlanta,Hartford,Blue,37,Male,1,2007,4,0.2,Business travel,0,0,120,Eco,3/18/2014,FL,6,0,0,No,132,859,7,-72.6988,41.7401,-84.3319,33.8241,GA,CT,36-54
6053,Jackson,Los Angeles,Blue,39,Female,1,2003,23,-0.5333,Mileage tickets,2,45,90,Eco,3/12/2014,OO,8,0,0,No,110,784,9,-118.1043,33.9827,-110.7567,43.4716,WY,CA,36-54
6055,Philadelphia,Minneapolis,Blue,50,Female,1,2012,10,0.1304,Business travel,1,0,65,Eco,3/24/2014,DL,10,39,17,No,115,980,9,-93.2798,44.9782,-75.2984,39.9733,PA,MN,36-54
6058,Chicago,Columbus,Blue,38,Female,1,2006,31,-0.2653,Personal Travel,2,0,25,Eco,3/10/2014,MQ,7,0,0,No,57,296,2,-82.9685,40.0212,-87.8954,41.8271,IL,OH,36-54
6059,Chicago,Albuquerque,Silver,36,Female,2,2003,2,0.9091,Business travel,2,0,80,Eco Plus,1/1/2014,WN,8,0,0,No,135,1121,10,-106.6281,35.1434,-87.8954,41.8271,IL,NM,36-54
6060,Sacramento,Los Angeles,Blue,44,Male,1,2003,31,-0.6316,Business travel,0,20,45,Eco,3/17/2014,OO,16,0,0,No,64,373,9,-118.1043,33.9827,-121.3247,38.6386,CA,CA,36-54
6062,Los Angeles,Colorado Springs,Platinum,44,Female,1,2004,8,-0.1429,Business travel,0,0,15,Business,3/4/2014,OO,6,0,3,No,124,833,9,-104.7706,38.873,-118.1043,33.9827,CA,CO,36-54
6067,San Francisco,Denver,Blue,52,Female,1,2010,35,-0.75,Business travel,0,0,90,Eco,2/15/2014,OU,11,1,0,No,148,967,10,-104.9551,39.7108,-122.1585,37.6712,CA,CO,36-54
6071,Los Angeles,Washington,Platinum,41,Female,1,2009,21,-0.0769,Personal Travel,1,0,75,Eco,3/15/2014,OU,12,0,0,No,295,2288,5,-77.1897,38.8974,-118.1043,33.9827,CA,DC,36-54
6077,New York,Charlotte,Blue,37,Male,2,2010,28,-0.931,Business travel,0,0,20,Eco,1/27/2014,MQ,11,0,11,No,77,544,8,-80.8158,35.2497,-73.9702,40.7184,NY,NC,36-54
6078,Houston,Atlanta,Platinum,36,Female,1,2005,10,0.3548,Personal Travel,1,0,90,Eco,1/5/2014,DL,20,24,36,No,123,696,10,-84.3319,33.8241,-95.3935,29.7843,TX,GA,36-54
6079,Atlanta,Phoenix,Blue,50,Female,2,2006,0,1,Business travel,2,120,90,Eco Plus,2/16/2014,DL,6,0,0,No,173,1587,8,-111.97,33.4941,-84.3319,33.8241,GA,AZ,36-54
6082,Sacramento,Seattle,Silver,41,Female,2,2011,2,0.6,Personal Travel,2,5,150,Eco,2/6/2014,WN,12,94,84,No,79,605,7,-122.2747,47.4684,-121.3247,38.6386,CA,WA,36-54
6085,Charlotte,Albany,Platinum,38,Female,1,2008,7,0.4167,Business travel,2,0,130,Eco,1/12/2014,US,8,0,0,No,104,646,10,-73.7994,42.7439,-80.8158,35.2497,NC,NY,36-54
6088,Minneapolis,Phoenix,Blue,40,Male,1,2011,6,0.6,Business travel,2,2,15,Eco,1/28/2014,WN,15,0,13,No,182,1276,9,-111.97,33.4941,-93.2798,44.9782,MN,AZ,36-54
6091,Seattle,Minneapolis,Blue,36,Female,1,2006,9,0.0526,Business travel,3,20,60,Eco,1/24/2014,DL,11,0,0,No,190,1399,9,-93.2798,44.9782,-122.2747,47.4684,WA,MN,36-54
6094,Phoenix,Seattle,Platinum,37,Female,2,2009,15,0,Business travel,2,0,6,Eco,3/29/2014,AS,18,0,0,No,135,1107,9,-122.2747,47.4684,-111.97,33.4941,AZ,WA,36-54
6095,Atlanta,Minneapolis,Silver,52,Male,2,2011,1,0.7778,Business travel,0,0,215,Eco,2/1/2014,DL,6,10,4,No,122,907,6,-93.2798,44.9782,-84.3319,33.8241,GA,MN,36-54
6102,Portland,Chicago,Blue,53,Female,2,2009,38,-0.8537,Mileage tickets,0,10,0,Eco,1/2/2014,OU,20,57,39,No,241,1739,6,-87.8954,41.8271,-122.6511,45.5204,OR,IL,36-54
6105,Burlington,Chicago,Silver,43,Female,1,2008,2,0.8889,Business travel,3,70,50,Eco,2/21/2014,EV,7,59,66,No,95,763,8,-87.8954,41.8271,-73.1479,44.474,VT,IL,36-54
6106,Atlanta,Charlotte,Silver,48,Female,2,2011,8,-0.7778,Personal Travel,0,0,25,Eco,3/21/2014,US,11,0,0,No,45,226,9,-80.8158,35.2497,-84.3319,33.8241,GA,NC,36-54
6108,Atlanta,Austin,Gold,52,Female,2,2011,29,-0.6111,Business travel,0,130,105,Eco,3/31/2014,DL,19,0,0,No,99,813,9,-97.7615,30.3585,-84.3319,33.8241,GA,TX,36-54
6110,New York,Boston,Blue,49,Female,0,2009,50,-0.6949,Personal Travel,1,32,130,Eco Plus,2/23/2014,US,12,0,0,No,47,184,5,-71.1407,42.3731,-73.9702,40.7184,NY,MA,36-54
6111,New York,Buffalo,Gold,53,Female,1,2005,8,-0.2308,Business travel,2,160,105,Business,1/14/2014,B6,8,0,0,No,63,301,10,-78.8237,42.9249,-73.9702,40.7184,NY,NY,36-54
6113,Orlando,Charlotte,Blue,42,Female,1,2003,22,-0.76,Business travel,0,0,30,Eco,3/24/2014,US,16,0,0,No,74,468,8,-80.8158,35.2497,-81.4112,28.5844,FL,NC,36-54
6115,Indianapolis,Phoenix,Blue,42,Female,1,2003,12,0.1111,Personal Travel,3,0,90,Eco,2/5/2014,US,9,0,0,No,161,1488,5,-111.97,33.4941,-86.1455,39.8113,IN,AZ,36-54
6119,Dallas,San Antonio,Gold,45,Male,1,2006,16,-0.4545,Business travel,1,20,75,Eco,3/16/2014,WN,20,0,0,No,47,248,9,-98.4754,29.5144,-96.972,32.8127,TX,TX,36-54
6124,Gainesville,Atlanta,Blue,45,Male,2,2003,33,-0.5349,Business travel,1,90,0,Eco,2/7/2014,EV,18,4,2,No,49,300,7,-84.3319,33.8241,-82.371,29.6568,FL,GA,36-54
6125,Houston,Oklahoma City,Blue,46,Female,1,2004,16,-0.28,Business travel,1,15,105,Eco,1/1/2014,WN,12,0,1,No,67,419,9,-97.5243,35.5048,-95.3935,29.7843,TX,OK,36-54
6126,San Jose,Chicago,Blue,50,Male,1,2006,21,-0.8261,Business travel,0,0,180,Eco,2/23/2014,AA,11,5,5,No,260,1829,8,-87.8954,41.8271,-121.9451,37.3298,CA,IL,36-54
